,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
6297,98,31.1,11.6,4.4,9.7,47.2,0.7,2.1,11.8,2.0,3.0,57.6,2.5,4.4,7.2,1.0,1.0,1.0,1.1,1
6298,58,9.3,2.9,1.3,3.4,38.5,0.0,0.0,3.2,0.5,0.7,58.3,1.2,1.8,3.0,0.1,0.3,0.1,0.6,0
6299,79,12.3,4.5,1.7,4.1,41.7,0.3,0.7,26.9,1.1,1.4,69.2,0.3,1.1,1.4,1.7,0.4,0.0,1.1,1
6300,87,15.9,8.9,3.0,6.6,46.3,0.4,1.4,23.6,2.2,2.6,85.4,0.8,2.7,3.5,1.6,0.6,0.2,1.6,1
6301,62,18.0,7.4,2.6,6.6,40.5,0.4,1.1,57.3,1.7,2.1,69.4,0.5,1.3,1.9,2.2,0.8,0.1,1.3,0
6302,72,11.2,3.2,1.3,2.6,51.4,0.0,0.0,15.1,0.7,1.1,64.7,1.1,1.2,2.2,0.5,0.2,0.2,0.5,1
6303,46,6.1,1.3,0.5,1.3,35.9,0.5,1.1,21.2,0.1,0.2,66.1,0.3,1.3,1.7,0.5,0.2,0.0,0.3,1
6304,75,25.3,9.7,4.0,9.5,42.6,0.1,0.5,31.3,1.9,2.8,69.3,1.1,2.5,3.3,4.8,1.3,0.1,1.9,1
6305,89,33.1,9.9,4.6,10.0,47.6,0.1,0.5,18.0,1.0,1.6,62.0,1.0,4.0,5.0,2.8,0.8,0.5,2.2,1
6306,104,35.6,16.6,7.3,13.8,57.0,0.0,0.0,0.0,3.2,5.2,56.4,3.8,4.6,8.1,3.2,1.5,0.4,4.0,1
6307,55,11.6,3.3,1.2,3.0,42.5,0.4,1.3,29.4,0.4,0.6,67.3,0.4,1.1,1.4,0.8,0.9,0.1,0.7,1
6308,75,11.4,3.7,1.2,3.3,38.4,0.7,1.9,50.4,0.7,0.8,88.0,0.0,0.3,0.4,3.3,0.5,0.0,0.5,1
6309,70,14.9,10.5,4.3,10.0,43.1,0.2,0.9,24.5,1.5,1.7,93.0,0.5,0.9,1.5,2.9,0.5,0.0,1.5,0
6310,60,13.5,4.2,1.7,4.7,36.0,0.1,0.9,17.2,0.4,0.7,58.7,0.7,1.5,2.1,0.4,0.7,0.4,0.5,1
6311,63,21.2,7.9,2.9,4.8,57.9,0.0,0.1,2.8,1.8,2.9,57.8,1.8,5.8,7.8,0.6,0.6,3.0,1.1,1
6312,94,35.9,16.0,6.4,14.3,45.9,0.3,0.9,22.9,2.7,4.0,64.8,1.7,2.7,4.4,3.1,1.2,0.4,2.1,1
6313,93,26.8,11.7,4.8,9.1,52.6,0.0,0.0,0.0,3.2,4.4,70.0,3.0,5.5,8.8,2.4,0.9,0.3,2.3,1
6314,77,24.0,11.6,3.7,8.1,44.1,0.5,1.3,33.3,4.3,5.6,81.2,2.1,3.1,5.1,3.2,0.5,0.3,1.5,1
6315,48,8.1,1.5,0.6,1.7,35.2,0.1,0.7,27.7,0.1,0.2,69.8,0.2,0.5,0.8,1.0,0.3,0.0,0.6,1
6316,53,6.5,3.1,1.1,2.9,40.1,0.0,0.0,0.0,0.9,1.4,63.3,0.3,0.4,0.7,0.4,0.1,0.0,0.6,1
6317,43,18.6,10.3,3.6,9.1,38.6,1.0,2.9,24.2,2.0,2.0,91.0,0.4,1.0,1.3,3.3,0.9,0.0,2.3,1
6318,41,12.7,6.0,2.6,4.6,51.8,0.0,0.0,15.3,1.0,1.3,72.7,0.7,1.4,2.1,1.2,0.5,0.2,1.1,1
6319,71,25.6,12.7,4.6,11.0,42.1,0.9,2.5,52.9,2.0,1.9,98.7,0.6,1.6,2.2,3.8,1.4,0.0,1.3,1
6320,80,11.8,2.7,1.3,3.0,44.0,0.4,1.2,17.9,0.2,0.3,68.5,0.5,1.5,2.2,0.9,0.3,0.2,0.4,1
6321,63,34.5,12.4,4.6,10.7,44.3,0.8,2.4,57.0,1.5,1.9,88.4,0.7,2.8,3.3,2.5,1.0,0.3,1.3,1
6322,44,16.4,7.2,2.9,5.6,49.9,0.1,0.2,29.6,1.4,2.5,60.4,1.9,2.7,4.5,0.7,0.7,0.5,1.2,1
6323,77,15.0,6.6,2.6,6.0,44.1,0.0,0.0,23.4,1.6,2.1,76.6,0.9,1.2,1.9,1.7,0.6,0.0,1.7,1
6324,62,13.7,4.7,2.1,4.7,44.3,0.0,0.0,0.0,0.7,1.0,72.4,0.8,0.9,1.6,1.6,0.7,0.2,1.1,1
6325,62,22.4,11.2,4.3,10.5,40.1,0.0,0.0,11.2,2.9,3.3,86.2,1.9,2.0,3.6,1.3,0.7,0.2,1.3,1
6326,70,22.7,9.5,3.7,8.1,45.3,0.8,2.2,17.7,1.3,1.8,64.9,1.1,2.6,3.5,1.3,0.6,0.4,1.0,1
6327,87,17.0,4.5,1.5,4.1,35.0,0.2,0.5,21.1,1.6,2.4,77.4,0.6,1.4,2.3,2.4,0.6,0.2,1.3,1
6328,53,25.2,11.1,4.6,10.8,42.5,0.0,0.1,3.5,2.0,2.5,86.5,1.3,2.2,3.8,0.7,0.8,0.2,0.9,1
6329,66,12.4,3.8,1.4,3.2,42.9,0.3,0.8,25.9,0.5,0.8,68.4,0.5,2.3,2.8,0.7,0.3,0.2,0.4,1
6330,72,32.8,11.7,4.8,9.6,52.1,0.3,0.7,43.5,1.8,2.5,75.2,2.2,3.5,5.8,3.4,1.9,0.3,1.9,1
6331,54,18.4,7.1,2.7,4.5,56.9,1.0,2.7,27.9,1.1,1.7,71.6,0.8,3.3,4.2,0.6,0.3,0.3,0.6,1
6332,60,17.4,5.6,2.2,5.0,42.4,0.4,1.0,22.1,0.8,1.4,61.6,0.8,1.9,2.8,1.6,0.3,0.0,1.2,1
6333,75,34.0,16.2,6.2,13.4,44.9,0.8,2.1,8.8,3.0,3.9,78.3,1.8,4.5,6.4,2.0,1.0,0.7,2.8,1
6334,59,24.1,9.3,3.7,10.2,35.9,0.4,1.3,49.5,1.6,1.8,91.4,0.6,2.3,3.0,1.6,0.8,0.3,1.6,1
6335,75,11.7,4.5,1.5,3.6,40.2,0.3,0.8,37.1,1.3,1.9,69.8,0.6,0.9,1.5,1.5,0.6,0.0,0.9,1
6336,54,6.3,2.3,0.9,2.4,38.3,0.0,0.0,9.1,0.5,1.1,57.7,0.7,0.5,1.0,0.3,0.2,0.0,0.7,1
6337,54,9.7,4.6,2.0,4.2,47.1,0.0,0.0,0.0,1.0,1.7,63.4,2.1,2.5,4.6,0.1,0.1,0.4,0.6,1
6338,60,8.4,1.4,0.5,1.2,46.9,0.0,0.0,0.0,0.5,0.9,51.8,1.7,3.4,5.4,0.3,0.3,1.9,0.3,1
6339,73,42.3,15.2,6.6,14.5,44.7,0.4,1.6,2.5,2.4,4.0,52.1,3.3,5.7,9.1,4.2,1.8,1.7,3.4,1
6340,68,28.2,11.8,4.5,8.4,53.5,0.2,0.5,20.6,2.9,4.0,69.1,1.9,2.9,4.7,2.3,0.8,0.4,2.1,1
6341,74,15.5,3.6,1.5,3.6,42.4,0.0,0.0,0.0,0.7,1.3,64.7,0.9,2.1,3.0,1.0,0.8,0.3,0.8,1
6342,58,17.7,6.9,2.5,4.8,51.9,0.0,0.0,0.0,1.7,2.4,76.0,1.9,2.5,3.9,0.2,0.4,0.2,0.6,1
6343,75,33.2,14.8,5.5,13.1,42.6,0.7,1.9,34.5,2.9,3.6,89.5,0.8,3.0,4.1,3.8,0.6,0.2,1.9,1
6344,73,22.1,7.9,2.9,6.9,41.5,0.8,2.2,49.0,1.4,1.6,85.3,0.5,1.4,2.2,3.3,1.0,0.1,0.8,1
6345,62,11.9,4.2,1.4,4.3,33.2,0.2,0.8,31.5,1.6,2.0,74.9,0.8,1.4,2.2,1.0,0.2,0.1,1.1,1
6346,37,10.3,2.6,1.0,2.6,39.0,0.0,0.0,13.7,0.7,1.3,52.2,1.9,1.7,3.0,0.2,0.5,0.3,0.5,0
6347,79,17.8,6.4,2.1,4.3,47.0,0.3,0.6,19.2,2.2,2.6,81.8,0.5,1.7,2.4,1.9,0.5,0.1,1.9,1
6348,75,14.5,7.0,2.6,5.7,46.8,0.3,0.7,21.3,1.3,1.7,80.1,0.3,0.5,0.9,2.9,0.7,0.0,1.5,1
6349,71,11.0,4.2,1.5,3.9,41.0,0.6,2.0,16.4,0.5,0.8,62.0,0.5,2.0,2.2,0.6,0.3,0.1,0.7,1
6350,61,18.8,8.0,3.0,7.6,39.3,0.5,1.6,2.6,1.6,2.2,73.7,0.8,2.1,2.9,2.1,0.4,0.2,1.4,1
6351,69,20.2,9.4,3.4,6.8,50.7,0.6,1.3,3.1,1.8,2.5,64.1,2.7,4.3,7.0,0.3,0.4,0.5,1.2,1
6352,43,7.4,2.1,0.7,2.3,33.9,0.8,2.4,28.8,0.3,0.3,75.1,0.1,0.4,0.6,1.1,0.3,0.0,0.4,1
6353,26,3.6,0.8,0.3,0.9,42.0,0.0,0.0,5.0,0.1,0.1,66.4,0.3,0.5,0.8,0.0,0.1,0.1,0.2,0
6354,51,10.4,4.1,1.5,3.1,48.7,0.6,1.4,36.9,0.5,0.7,69.4,0.3,1.0,1.5,0.4,0.5,0.2,0.3,0
6355,80,21.4,10.9,4.4,9.4,47.0,0.0,0.1,1.7,2.6,3.7,66.9,1.5,1.6,3.0,1.9,0.6,0.1,1.9,1
6356,62,18.1,4.7,1.9,4.3,45.8,0.0,0.0,9.5,0.8,1.5,55.6,1.4,2.0,3.7,0.5,0.5,0.6,0.6,1
6357,88,28.4,10.1,4.0,9.5,42.0,0.0,0.0,26.0,1.7,2.0,87.8,2.0,4.4,6.2,1.6,1.1,0.3,1.6,1
6358,73,27.0,11.2,4.5,11.9,36.7,0.3,1.3,9.6,1.8,2.1,83.0,0.9,2.7,3.7,3.8,1.1,0.3,1.6,1
6359,57,12.4,3.1,1.1,3.1,37.4,0.7,1.6,21.6,0.4,0.5,78.2,0.4,1.4,1.8,1.4,0.2,0.0,0.5,1
6360,65,19.9,7.1,2.8,5.2,51.5,0.0,0.0,5.6,1.9,3.5,54.8,2.0,2.9,5.0,0.8,0.5,0.4,1.8,1
6361,80,29.3,14.6,5.2,10.6,50.5,0.0,0.0,0.0,5.3,6.6,79.7,2.4,4.2,6.8,2.2,0.9,0.6,2.2,1
6362,67,14.6,3.6,1.5,3.9,39.4,0.6,1.8,26.3,0.4,0.5,84.6,0.3,0.9,1.2,1.8,0.7,0.0,0.5,1
6363,42,17.2,8.7,3.8,6.9,55.0,0.1,0.1,31.6,1.1,1.6,67.7,2.2,1.9,3.9,0.4,0.4,0.4,1.1,1
6364,43,6.6,1.9,0.6,1.4,46.5,0.0,0.0,26.5,0.9,1.3,67.4,1.1,1.2,2.0,0.1,0.2,0.3,0.4,1
6365,77,26.6,12.7,5.2,11.9,44.7,0.1,0.7,9.3,2.0,3.0,73.1,1.6,4.8,6.8,1.4,0.7,0.5,2.0,1
6366,67,9.2,5.0,2.2,4.8,42.8,0.0,0.0,26.0,0.6,0.8,72.8,0.8,0.7,1.5,0.9,0.3,0.0,0.7,1
6367,79,29.9,13.7,4.8,11.4,43.8,0.8,2.3,22.0,2.9,3.5,84.3,0.8,2.8,3.2,4.9,0.8,0.2,2.7,1
6368,56,13.3,6.2,2.6,4.7,55.0,0.2,0.2,0.0,1.1,2.0,52.1,2.2,2.4,4.2,0.2,0.3,0.4,0.5,0
6369,80,24.6,9.5,3.2,7.3,42.6,0.7,1.6,33.9,1.7,2.3,76.1,0.8,2.2,3.1,1.0,1.1,0.0,0.9,1
6370,70,22.8,13.2,5.2,10.5,52.3,0.4,1.0,8.2,2.1,2.7,78.3,1.0,1.1,2.0,3.0,1.0,0.2,1.5,1
6371,21,8.0,3.0,1.1,3.1,39.1,0.9,2.5,22.4,0.3,0.4,72.8,0.2,0.5,0.6,0.7,0.4,0.1,0.5,0
6372,75,28.5,7.4,2.7,7.7,33.6,0.8,2.3,37.7,1.1,1.7,68.7,0.3,2.2,2.2,3.6,1.0,0.2,1.5,1
6373,70,22.4,12.1,4.5,11.0,40.9,0.6,1.9,47.8,2.6,2.8,93.6,1.4,1.9,3.3,2.7,0.9,0.2,2.2,1
6374,99,32.0,10.5,4.0,8.2,48.3,0.6,1.8,26.2,2.3,2.7,86.6,0.8,3.2,3.8,7.2,1.5,0.1,2.4,1
6375,40,6.6,1.9,0.8,2.0,41.0,0.2,0.8,7.9,0.2,0.3,71.7,0.1,0.4,0.5,1.0,0.2,0.0,0.4,1
6376,67,15.9,6.1,2.5,6.0,40.7,0.6,1.6,11.4,0.8,1.0,69.3,0.3,1.4,1.6,1.4,0.4,0.0,1.2,0
6377,58,12.0,4.9,1.9,4.7,39.9,0.0,0.0,9.4,1.1,1.7,69.0,0.8,1.1,1.9,1.5,0.7,0.1,1.1,1
6378,50,17.5,6.1,2.3,5.7,37.1,0.2,0.7,1.4,1.7,2.9,64.0,0.6,1.7,2.3,2.0,0.8,0.0,1.9,0
6379,72,19.7,5.1,2.3,4.0,56.8,0.0,0.0,11.2,0.8,1.7,53.0,1.2,3.4,4.3,0.8,0.6,0.3,0.5,1
6380,65,10.9,3.8,1.6,3.3,49.0,0.0,0.0,0.0,1.0,1.5,63.8,1.1,1.2,2.3,0.1,0.2,0.2,0.6,1
6381,70,15.5,5.0,2.0,4.4,43.2,0.1,0.2,17.4,1.2,1.8,63.3,0.6,1.4,1.9,2.6,0.6,0.4,0.9,1
6382,64,11.9,4.2,1.7,3.8,44.4,0.0,0.0,10.7,0.6,0.9,70.2,0.4,1.0,1.4,1.5,0.6,0.2,1.0,1
6383,38,8.8,2.5,0.9,1.8,47.3,0.3,0.5,21.1,0.6,0.8,69.9,0.5,0.9,1.3,1.1,0.5,0.0,0.4,1
6384,42,17.3,7.1,2.5,5.8,43.8,0.5,1.5,26.5,1.3,1.9,73.1,1.0,2.2,3.1,1.2,0.4,0.0,0.9,1
6385,87,33.5,10.8,4.3,10.0,43.5,0.0,0.2,22.5,2.6,3.9,70.0,1.1,3.4,4.7,3.6,1.3,0.1,2.3,0
6386,57,9.9,2.9,1.1,2.2,48.3,0.0,0.0,15.2,0.9,1.4,74.0,1.1,1.8,2.8,0.5,0.1,0.2,0.8,1
6387,64,15.6,5.5,1.9,4.2,45.3,0.0,0.1,21.6,1.2,1.8,69.5,0.6,1.6,2.4,1.1,0.6,0.1,0.9,1
6388,50,9.1,2.2,0.9,2.5,37.2,0.0,0.0,17.0,0.4,0.8,57.3,0.8,1.1,1.8,0.6,0.2,0.5,0.8,1
6389,50,5.6,1.8,0.7,1.7,42.0,0.0,0.0,0.0,0.7,1.2,57.3,0.7,0.4,0.8,0.2,0.1,0.2,0.6,1
6390,75,26.5,11.0,4.0,8.6,45.7,0.6,1.5,11.1,1.9,2.6,73.3,1.2,3.2,4.4,2.4,1.0,0.0,1.8,1
6391,121,56.0,34.2,13.1,25.6,54.9,0.7,1.9,32.3,6.4,7.8,82.9,2.5,7.6,10.1,3.7,2.0,0.4,4.7,1
6392,44,10.8,4.7,1.6,4.3,37.3,0.3,0.9,20.4,0.9,1.7,58.7,1.1,0.8,1.8,0.3,0.1,0.2,0.8,0
6393,75,25.9,8.8,3.5,6.0,57.2,0.2,0.5,15.9,2.2,3.3,68.0,2.6,4.3,7.2,1.5,0.5,0.4,1.9,1
6394,54,19.9,7.9,3.2,6.3,51.0,0.5,1.3,22.1,0.9,1.5,61.9,0.9,2.0,2.8,1.3,0.9,0.3,1.1,1
6395,20,12.0,3.5,1.2,3.1,39.8,1.0,2.6,51.1,0.5,0.7,65.1,0.1,0.8,0.9,2.0,0.3,0.1,0.6,1
6396,62,25.4,12.2,5.0,11.6,43.1,0.7,2.1,46.9,1.5,2.3,64.7,0.8,2.4,3.2,2.2,0.6,0.3,1.6,1
6397,57,21.9,9.7,3.7,7.3,50.7,0.3,0.8,0.0,1.7,2.2,82.0,0.7,1.4,2.0,2.8,1.0,0.2,2.0,1
6398,80,11.9,5.0,1.8,4.0,44.1,0.0,0.0,24.3,1.7,2.2,78.0,0.7,1.2,1.8,1.1,0.3,0.0,1.0,1
6399,60,16.8,4.9,1.6,4.5,36.5,0.8,2.5,43.6,0.8,1.2,68.1,0.7,1.7,2.2,1.7,0.8,0.1,1.1,1
6400,44,12.3,5.7,2.1,5.0,41.2,0.4,0.7,35.6,1.1,1.6,74.3,1.0,1.2,2.2,1.0,0.6,0.0,0.9,1
6401,61,26.3,14.4,6.1,15.3,38.1,0.6,1.8,15.6,1.9,2.8,69.2,1.8,2.4,3.9,3.3,1.6,0.3,2.7,1
6402,46,12.9,4.4,1.6,3.8,40.9,0.7,2.1,11.2,0.8,1.2,66.0,1.0,2.1,3.3,0.5,0.4,0.2,0.5,1
6403,55,13.2,4.5,2.3,4.9,45.7,0.0,0.0,11.5,0.3,0.5,50.1,1.0,3.0,4.1,0.8,0.4,0.2,1.2,1
6404,117,27.7,15.7,5.6,16.1,32.5,1.0,3.0,50.1,3.0,3.8,76.2,0.9,2.3,3.4,4.3,0.7,0.0,3.1,1
6405,65,23.8,10.1,3.9,7.9,49.3,0.2,0.4,26.8,2.2,3.1,68.0,1.4,1.3,2.6,2.1,1.0,0.2,2.2,0
6406,36,16.8,6.8,2.6,6.3,42.5,0.1,0.2,0.0,1.0,1.4,74.5,0.8,1.3,1.9,1.8,1.1,0.1,1.5,1
6407,51,14.2,5.2,2.2,4.7,45.0,0.3,0.9,3.6,0.7,0.9,77.4,0.1,0.7,0.8,1.7,0.6,0.2,1.5,1
6408,45,6.0,1.5,0.5,1.3,39.5,0.0,0.0,20.3,0.3,0.4,63.9,0.1,0.5,0.7,0.4,0.2,0.2,0.4,1
6409,66,11.5,5.6,2.3,4.6,47.4,0.0,0.0,13.0,1.3,2.1,67.3,1.3,1.2,2.3,0.7,0.4,0.4,1.7,1
6410,75,33.8,14.8,5.6,10.4,56.5,0.7,1.9,33.7,2.9,4.0,76.6,2.4,5.4,8.0,1.6,0.9,3.3,2.0,1
6411,47,8.6,3.3,1.1,2.5,44.1,0.2,0.6,7.7,1.0,1.7,55.4,1.3,1.0,2.1,0.3,0.5,0.3,0.4,1
6412,46,14.9,5.5,2.2,4.4,50.9,0.0,0.1,22.1,1.1,1.6,73.4,1.0,1.4,2.4,1.4,0.4,0.0,1.3,1
6413,71,25.1,8.9,3.8,8.9,43.8,0.0,0.8,0.0,1.7,3.3,45.0,1.5,2.9,4.4,2.1,1.1,1.3,1.7,1
6414,71,27.0,8.7,3.3,9.8,32.4,0.6,2.2,32.8,1.5,1.8,90.1,0.2,1.2,1.2,3.6,1.8,0.1,1.3,1
6415,66,32.4,11.4,3.9,7.9,51.2,0.7,1.6,7.0,3.2,4.7,64.9,1.7,4.5,6.9,1.4,0.8,1.0,1.3,1
6416,56,25.5,7.2,2.7,6.2,45.6,0.7,2.3,8.0,1.1,1.9,53.5,1.1,3.0,4.3,2.4,0.7,0.1,1.2,1
6417,72,25.5,14.8,5.4,12.7,40.8,0.6,2.1,18.5,3.5,4.4,81.0,0.9,1.0,2.0,4.0,1.5,0.1,2.7,1
6418,74,21.6,7.3,3.2,6.0,53.5,0.0,0.0,0.0,1.1,1.6,60.7,2.3,4.9,7.2,1.1,0.3,1.0,1.1,1
6419,49,13.5,5.3,1.8,5.1,36.8,0.9,3.0,43.6,0.8,1.2,75.6,0.1,0.6,0.8,1.9,0.7,0.0,1.2,0
6420,56,15.3,6.6,2.4,5.6,43.2,0.3,0.8,19.4,1.7,2.3,79.3,0.7,1.9,2.7,0.9,0.4,0.3,1.1,1
6421,23,7.0,3.4,1.2,3.0,38.9,0.3,1.2,39.1,1.1,1.7,63.3,1.1,1.0,2.1,0.3,0.1,0.2,1.0,0
6422,92,52.1,21.0,8.3,18.5,48.0,0.5,1.6,19.7,3.5,4.9,76.1,2.6,5.3,8.1,7.6,2.1,1.1,3.7,1
6423,82,31.8,14.3,5.5,10.4,56.0,0.4,0.9,40.9,3.2,4.8,74.2,3.8,4.9,9.3,0.7,1.0,1.2,1.5,1
6424,58,13.5,5.2,2.1,5.0,41.9,0.0,0.0,0.0,1.3,1.9,68.3,1.1,1.9,2.9,0.3,0.1,0.7,1.2,1
6425,68,24.9,9.6,3.2,7.8,39.7,0.3,0.9,0.0,3.4,4.1,82.7,2.0,3.0,5.2,0.9,1.0,0.3,1.7,1
6426,107,42.1,19.4,7.6,15.7,51.6,0.4,1.2,13.5,3.7,5.1,76.3,1.4,4.4,6.1,3.8,1.1,1.5,2.7,1
6427,77,11.3,5.1,2.4,4.5,52.4,0.0,0.0,19.7,0.5,0.7,64.9,1.1,1.3,2.4,0.4,0.2,0.3,1.0,1
6428,49,12.0,3.6,1.3,4.2,31.8,0.1,0.7,23.2,0.9,1.2,74.1,0.1,0.7,0.8,1.7,0.6,0.0,0.9,1
6429,63,21.5,10.8,4.0,9.3,41.3,1.1,3.3,41.8,1.8,2.1,74.2,0.2,1.0,1.2,3.6,0.8,0.0,2.0,1
6430,74,11.6,3.7,1.4,2.9,50.1,0.1,0.4,7.1,0.7,1.0,74.9,0.3,1.6,1.7,0.7,0.4,0.0,0.7,1
6431,18,6.3,2.7,1.1,2.2,48.1,0.0,0.0,0.0,0.8,1.4,55.8,1.0,1.3,2.2,0.4,0.1,0.1,0.8,1
6432,52,18.8,9.7,3.8,9.1,39.9,0.0,0.1,36.7,2.1,3.5,57.1,2.7,3.6,6.3,0.5,0.4,1.1,1.9,0
6433,84,16.5,6.1,2.5,4.9,50.4,0.0,0.1,13.3,1.3,2.3,51.3,1.1,3.0,4.0,1.6,0.6,0.3,1.0,1
6434,39,8.1,3.0,1.2,2.3,51.1,0.0,0.0,0.0,0.6,1.1,63.7,1.0,1.1,2.1,0.3,0.2,0.2,0.7,1
6435,69,25.0,11.4,4.3,8.0,53.1,0.3,0.8,7.0,2.6,4.1,57.8,2.8,4.8,7.5,1.3,0.7,1.9,2.2,1
6436,53,6.5,1.9,0.8,1.6,47.2,0.0,0.0,0.0,0.5,0.7,74.6,0.9,0.9,1.6,0.1,0.1,0.3,0.3,1
6437,93,18.2,7.9,3.9,7.7,50.8,0.0,0.0,17.4,0.7,1.2,66.0,1.6,2.1,3.8,2.1,0.4,0.8,1.0,1
6438,47,9.2,4.2,1.6,3.8,39.4,0.3,0.8,24.5,0.8,1.1,69.5,0.5,1.3,2.0,0.3,0.1,0.2,0.4,1
6439,44,7.4,2.4,0.8,2.5,32.9,0.6,2.2,39.0,0.4,0.6,73.9,0.4,0.6,1.0,0.4,0.3,0.0,0.5,0
6440,85,28.0,10.4,3.8,7.4,52.1,0.4,1.2,21.8,2.6,2.7,99.8,0.7,1.9,2.6,2.2,0.7,0.4,1.4,1
6441,90,11.0,4.2,1.5,3.7,39.2,0.1,0.5,22.0,1.0,1.4,70.3,0.6,0.9,1.5,1.5,0.4,0.2,0.9,1
6442,59,15.0,7.1,2.5,4.3,57.3,0.0,0.4,11.0,2.1,3.2,64.6,1.1,1.4,2.7,0.3,0.3,0.7,0.6,1
6443,77,17.3,8.0,2.8,6.6,42.1,0.8,2.1,3.9,1.7,2.4,67.3,0.8,2.5,3.3,1.5,0.3,0.2,1.5,1
6444,67,25.5,10.1,4.4,8.9,49.6,0.2,0.7,24.9,1.3,2.0,64.8,1.0,3.5,4.7,1.7,0.7,0.4,2.2,0
6445,52,24.7,6.7,2.4,6.6,34.7,0.5,1.3,17.2,1.4,2.0,70.8,1.9,4.0,5.5,2.1,0.9,0.2,1.0,1
6446,50,14.6,4.1,1.6,3.3,45.4,0.5,1.3,8.1,1.0,1.7,54.2,1.3,2.7,3.7,0.4,0.3,0.2,0.5,0
6447,87,12.4,7.3,2.9,4.9,57.1,0.0,0.0,11.2,1.9,2.4,74.6,1.6,2.2,3.6,0.6,0.5,0.6,0.7,1
6448,85,32.5,10.8,4.7,11.1,43.1,0.1,0.3,26.5,1.7,2.7,59.0,1.3,3.1,4.4,3.3,0.8,0.5,1.5,1
6449,45,10.9,3.1,1.4,2.8,48.0,0.1,0.1,28.2,0.4,0.7,60.1,0.6,2.0,2.5,0.3,0.4,0.2,0.5,0
6450,1,5.0,1.2,0.5,1.2,42.2,0.1,0.1,11.9,0.2,0.3,58.0,0.1,0.3,0.4,0.4,0.3,0.0,0.3,0
6451,61,14.0,5.7,2.4,6.1,39.8,0.0,0.0,23.9,0.9,1.4,59.5,1.3,1.6,2.8,1.5,0.7,0.1,1.2,1
6452,80,25.5,10.4,4.0,8.2,48.9,0.2,1.1,11.9,2.8,4.4,58.9,1.4,2.6,4.0,3.3,1.4,0.3,3.1,1
6453,45,12.2,6.5,2.6,6.4,36.6,0.1,0.8,29.0,1.0,1.6,71.9,0.5,1.0,1.4,1.0,0.2,0.3,1.0,0
6454,48,15.6,4.9,1.8,4.5,41.1,0.0,0.0,13.2,1.2,1.8,64.5,1.7,3.1,4.7,0.3,0.4,0.0,0.8,1
6455,11,5.5,2.6,1.2,2.2,50.3,0.0,0.0,4.4,0.3,0.6,60.6,0.4,0.7,1.2,0.1,0.2,0.0,0.5,0
6456,38,15.6,8.0,2.9,6.2,44.5,0.5,1.5,3.5,1.6,2.6,62.8,1.7,3.0,4.9,0.2,0.1,0.3,1.1,1
6457,57,11.8,4.5,2.1,4.5,46.7,0.1,0.2,17.7,0.4,0.6,71.5,0.3,0.8,1.1,1.3,0.3,0.0,0.9,1
6458,46,7.5,3.1,1.2,2.7,44.2,0.7,1.6,51.1,0.3,0.3,76.0,0.3,0.9,1.2,0.3,0.1,0.0,0.2,1
6459,66,21.4,7.9,3.2,7.8,40.2,0.3,1.0,9.9,1.2,1.9,51.3,1.1,2.4,3.4,2.0,0.8,0.2,1.5,1
6460,61,11.8,2.5,1.0,2.1,48.0,0.1,0.3,4.5,0.3,0.5,64.7,0.8,1.5,2.2,0.4,0.1,0.2,0.6,1
6461,63,32.4,9.8,3.6,7.4,49.7,0.3,0.9,9.3,2.0,3.2,64.4,1.4,7.5,8.5,1.6,1.0,0.6,2.0,1
6462,82,17.5,6.5,3.0,6.0,50.0,0.0,0.0,0.0,0.9,1.2,78.0,1.3,1.6,2.9,0.6,0.4,0.7,1.2,1
6463,90,21.9,12.6,5.2,10.5,51.1,0.5,1.5,11.4,1.7,2.4,77.0,1.0,1.4,2.5,2.3,0.6,0.0,1.5,1
6464,69,39.2,13.4,4.3,11.3,36.2,0.8,2.8,23.7,3.0,3.6,91.8,0.9,3.1,3.8,4.0,1.6,0.5,2.7,1
6465,93,30.9,10.5,3.7,10.2,33.8,0.4,1.4,26.0,2.4,2.8,86.5,0.2,1.9,1.9,8.6,1.8,0.1,3.2,1
6466,46,13.4,4.3,1.7,3.3,49.2,0.1,0.2,10.1,1.0,1.5,74.9,1.2,1.9,3.2,1.2,0.4,0.2,0.8,1
6467,74,26.2,11.8,4.1,9.5,43.4,0.7,1.9,28.8,2.2,2.9,71.0,1.0,1.7,2.8,2.5,1.0,0.2,2.7,1
6468,68,15.6,6.2,2.1,5.6,37.6,0.6,1.6,21.3,1.3,1.8,80.1,0.9,1.1,1.8,0.8,0.4,0.2,1.0,0
6469,79,21.1,10.7,4.1,8.5,51.0,0.1,0.6,14.7,2.4,3.4,66.2,2.1,2.6,4.5,1.1,0.4,0.3,1.9,1
6470,59,24.0,8.6,3.3,5.8,55.2,0.5,0.9,9.6,1.4,2.1,72.9,1.9,4.3,6.2,1.6,0.7,0.4,1.2,0
6471,66,20.0,8.8,3.8,8.7,43.2,0.0,0.0,16.0,1.1,1.5,78.3,0.8,1.4,2.2,1.9,0.9,0.3,1.3,1
6472,48,23.1,8.5,3.3,8.5,38.5,0.0,0.4,20.1,1.9,2.8,69.8,1.1,1.9,3.2,3.2,0.8,0.2,1.5,1
